TX_TIME,TX_DAY,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,X_TERMINAL,Y_TERMINAL,TX_DATETIME
69624,5,6,1060,13.85,False,-40.16,-1.31,2018-04-06 19:20:24
73045,6,6,1060,62.66,False,-40.16,-1.31,2018-04-07 20:17:25
20228,6,6,1060,62.88,False,-40.16,-1.31,2018-04-07 05:37:08
28748,6,6,583,87.57,False,-41.56,-1.95,2018-04-07 07:59:08
30237,6,6,5717,3.17,False,-40.83,-2.0,2018-04-07 08:23:57
38788,6,6,1060,23.09,False,-40.16,-1.31,2018-04-07 10:46:28
47286,6,6,1060,29.16,False,-40.16,-1.31,2018-04-07 13:08:06
33439,7,6,1060,78.31,False,-40.16,-1.31,2018-04-08 09:17:19
38950,8,6,1060,80.74,False,-40.16,-1.31,2018-04-09 10:49:10
56805,8,6,1060,30.21,False,-40.16,-1.31,2018-04-09 15:46:45
41912,8,6,1060,0.0,False,-40.16,-1.31,2018-04-09 11:38:32
48146,8,6,1060,60.96,False,-40.16,-1.31,2018-04-09 13:22:26
23531,8,6,115,83.08,False,-39.74,-0.66,2018-04-09 06:32:11
66653,8,6,1060,54.68,False,-40.16,-1.31,2018-04-09 18:30:53
24303,0,7,4421,52.7,False,8.62,-8.48,2018-04-01 06:45:03
16487,0,7,7969,32.61,False,9.06,-8.77,2018-04-01 04:34:47
67648,2,7,7969,50.2,False,9.06,-8.77,2018-04-03 18:47:28
5610,5,7,7969,4.94,False,9.06,-8.77,2018-04-06 01:33:30
46441,8,7,7969,69.68,False,9.06,-8.77,2018-04-09 12:54:01
73433,9,7,1731,110.49,True,-25.81,-18.58,2018-04-10 20:23:53
45708,0,8,7519,114.35,False,-37.37,22.15,2018-04-01 12:41:48
44064,0,8,7519,36.7,False,-37.37,22.15,2018-04-01 12:14:24
72734,0,8,3357,52.55,False,-36.9,21.79,2018-04-01 20:12:14
73910,4,8,3357,125.81,False,-36.9,21.79,2018-04-05 20:31:50
55480,6,8,5723,146.04,False,-38.51,22.9,2018-04-07 15:24:40
86400,6,8,5701,69.6,False,-38.77,20.94,2018-04-08 00:00:00
27024,7,8,7519,5.18,False,-37.37,22.15,2018-04-08 07:30:24
86400,7,8,7519,59.51,False,-37.37,22.15,2018-04-09 00:00:00
65900,7,8,7519,48.01,False,-37.37,22.15,2018-04-08 18:18:20
73965,8,8,7519,49.58,False,-37.37,22.15,2018-04-09 20:32:45
19365,8,8,7519,68.33,False,-37.37,22.15,2018-04-09 05:22:45
32564,9,8,7519,99.02,False,-37.37,22.15,2018-04-10 09:02:44
42172,9,8,3554,100.22,False,-38.06,22.22,2018-04-10 11:42:52
37379,0,9,258,40.4,False,6.99,-17.48,2018-04-01 10:22:59
31528,0,9,1915,122.41,False,6.83,-17.78,2018-04-01 08:45:28
47703,1,9,1915,0.49,False,6.83,-17.78,2018-04-02 13:15:03
32795,1,9,1915,63.46,False,6.83,-17.78,2018-04-02 09:06:35
80107,1,9,1915,91.66,False,6.83,-17.78,2018-04-02 22:15:07
24765,2,9,1915,133.71,False,6.83,-17.78,2018-04-03 06:52:45
42576,2,9,258,98.24,False,6.99,-17.48,2018-04-03 11:49:36
20099,2,9,1915,0.0,False,6.83,-17.78,2018-04-03 05:34:59
15031,2,9,1915,0.0,False,6.83,-17.78,2018-04-03 04:10:31
85441,3,9,258,67.02,False,6.99,-17.48,2018-04-04 23:44:01
24707,4,9,258,74.22,False,6.99,-17.48,2018-04-05 06:51:47
46986,6,9,258,79.32,False,6.99,-17.48,2018-04-07 13:03:06
67390,6,9,7747,51.75,False,7.15,-18.14,2018-04-07 18:43:10
25603,7,9,258,85.58,False,6.99,-17.48,2018-04-08 07:06:43
59246,7,9,1915,63.57,False,6.83,-17.78,2018-04-08 16:27:26
86400,7,9,1915,47.28,False,6.83,-17.78,2018-04-09 00:00:00
25202,7,9,1915,73.18,False,6.83,-17.78,2018-04-08 07:00:02
29701,7,9,1915,75.52,False,6.83,-17.78,2018-04-08 08:15:01
26539,8,9,1915,48.41,False,6.83,-17.78,2018-04-09 07:22:19
81016,0,10,655,6.67,False,3.16,-2.46,2018-04-01 22:30:16
27222,0,10,5278,13.27,False,3.3,-4.07,2018-04-01 07:33:42
22179,0,10,322,5.47,False,4.63,-3.8,2018-04-01 06:09:39
54731,0,10,7512,12.3,False,3.67,-3.39,2018-04-01 15:12:11
67609,0,10,95,5.24,False,3.72,-2.8,2018-04-01 18:46:49
76238,1,10,7476,9.47,True,-19.41,34.05,2018-04-02 21:10:38
86400,1,10,2425,19.49,True,-36.1,33.22,2018-04-03 00:00:00
50556,2,10,5332,33.72,True,18.89,22.59,2018-04-03 14:02:36
51507,2,10,1620,29.37,True,-18.75,8.98,2018-04-03 14:18:27
68829,2,10,1911,37.79,True,-19.0,35.52,2018-04-03 19:07:09
79135,2,10,1654,50.9,True,-18.01,4.12,2018-04-03 21:58:55
82904,2,10,2130,53.92,True,4.28,-3.85,2018-04-03 23:01:44
86400,2,10,5116,58.34,True,-42.44,7.06,2018-04-04 00:00:00
86400,2,10,1578,70.2,True,43.08,18.32,2018-04-04 00:00:00
41491,3,10,3825,76.77,True,2.17,2.89,2018-04-04 11:31:31
65283,3,10,6251,83.51,True,-5.25,-7.72,2018-04-04 18:08:03
47322,4,10,4751,92.83,True,25.12,-12.01,2018-04-05 13:08:42
77502,4,10,5482,96.83,True,22.48,38.49,2018-04-05 21:31:42
80560,4,10,3986,106.56,True,6.71,-4.51,2018-04-05 22:22:40
86400,4,10,817,117.02,True,4.47,46.14,2018-04-06 00:00:00
56105,5,10,739,134.42,True,-36.67,15.71,2018-04-06 15:35:05
69079,5,10,1526,156.62,True,-3.13,13.06,2018-04-06 19:11:19
86400,5,10,5979,170.11,True,21.89,-13.17,2018-04-07 00:00:00
86400,5,10,7877,183.96,True,23.61,-38.86,2018-04-07 00:00:00
86400,5,10,3812,194.23,True,-15.01,-20.83,2018-04-07 00:00:00
86400,5,10,808,215.74,True,-26.15,-42.27,2018-04-07 00:00:00
86400,5,10,2639,240.21,True,-25.93,39.19,2018-04-07 00:00:00
86400,5,10,7706,275.36,True,-15.57,41.31,2018-04-07 00:00:00
33895,6,10,805,309.21,True,-25.67,-35.74,2018-04-07 09:24:55
35344,6,10,7178,338.04,True,-23.37,43.25,2018-04-07 09:49:04
43997,6,10,7444,383.81,True,41.55,-22.66,2018-04-07 12:13:17
73518,6,10,7591,408.18,True,-38.59,-3.37,2018-04-07 20:25:18
79458,6,10,850,454.35,True,-44.01,19.87,2018-04-07 22:04:18
38469,7,10,7576,507.75,True,11.59,46.29,2018-04-08 10:41:09
74146,7,10,2425,562.03,True,-36.1,33.22,2018-04-08 20:35:46
76232,7,10,10,629.13,True,19.58,23.51,2018-04-08 21:10:32
80153,7,10,5913,692.07,True,15.63,-6.65,2018-04-08 22:15:53
86400,7,10,6240,758.96,True,25.05,-33.1,2018-04-09 00:00:00
45433,8,10,1427,824.05,True,-5.09,-0.19,2018-04-09 12:37:13
48414,8,10,4032,907.68,True,48.07,4.5,2018-04-09 13:26:54
5429,9,10,4423,986.88,True,-25.69,-38.95,2018-04-10 01:30:29
59098,9,10,5106,1093.15,True,-5.36,-2.54,2018-04-10 16:24:58
65261,9,10,2243,1203.53,True,-0.77,1.0,2018-04-10 18:07:41
76455,9,10,1961,1328.61,True,-3.91,38.97,2018-04-10 21:14:15
76917,9,10,2762,1465.9,True,25.82,5.67,2018-04-10 21:21:57
80876,9,10,3523,1607.21,True,36.18,4.65,2018-04-10 22:27:56
56936,2,11,3649,124.83,False,-11.66,-13.98,2018-04-03 15:48:56
70367,5,11,7425,147.07,True,-5.27,-41.44,2018-04-06 19:32:47
55322,6,11,7884,115.07,True,-0.09,27.54,2018-04-07 15:22:02
82146,6,11,67,163.74,True,-20.93,42.25,2018-04-07 22:49:06
12449,9,11,2072,187.56,True,-27.04,-37.11,2018-04-10 03:27:29
50461,0,12,3472,47.64,False,2.36,-28.22,2018-04-01 14:01:01
0,0,12,3472,80.77,False,2.36,-28.22,2018-04-01 00:00:00
27444,1,12,3472,46.8,False,2.36,-28.22,2018-04-02 07:37:24
36106,2,12,3472,71.83,False,2.36,-28.22,2018-04-03 10:01:46
43018,2,12,3472,42.95,False,2.36,-28.22,2018-04-03 11:56:58
38795,2,12,3472,9.34,False,2.36,-28.22,2018-04-03 10:46:35
49420,3,12,3472,0.0,False,2.36,-28.22,2018-04-04 13:43:40
37410,4,12,3472,112.35,False,2.36,-28.22,2018-04-05 10:23:30
22013,6,12,3472,104.54,False,2.36,-28.22,2018-04-07 06:06:53
66314,6,12,3472,0.0,False,2.36,-28.22,2018-04-07 18:25:14
40172,7,12,3472,0.0,False,2.36,-28.22,2018-04-08 11:09:32
40835,7,12,3472,76.69,False,2.36,-28.22,2018-04-08 11:20:35
0,7,12,3472,151.05,False,2.36,-28.22,2018-04-08 00:00:00
48920,8,12,3472,44.3,False,2.36,-28.22,2018-04-09 13:35:20
72507,8,12,3472,7.87,False,2.36,-28.22,2018-04-09 20:08:27
18616,8,12,3472,0.0,False,2.36,-28.22,2018-04-09 05:10:16
79220,9,12,3472,89.76,False,2.36,-28.22,2018-04-10 22:00:20
56388,0,13,577,97.67,False,0.53,-30.93,2018-04-01 15:39:48
54675,0,13,1868,88.21,False,0.24,-33.09,2018-04-01 15:11:15
48618,1,13,6896,89.47,False,2.4,-31.35,2018-04-02 13:30:18
31028,2,13,4910,82.92,False,0.25,-31.82,2018-04-03 08:37:08
48671,2,13,5405,89.59,False,1.52,-32.18,2018-04-03 13:31:11
13644,2,13,5601,27.8,False,1.02,-30.31,2018-04-03 03:47:24
64856,3,13,4883,71.87,False,2.17,-31.63,2018-04-04 18:00:56
54894,4,13,577,38.54,False,0.53,-30.93,2018-04-05 15:14:54
13737,4,13,844,49.09,False,2.82,-30.18,2018-04-05 03:48:57
38748,4,13,941,56.66,False,2.22,-31.74,2018-04-05 10:45:48
69078,4,13,844,92.52,False,2.82,-30.18,2018-04-05 19:11:18
80178,5,13,577,102.06,False,0.53,-30.93,2018-04-06 22:16:18
0,5,13,4883,129.73,False,2.17,-31.63,2018-04-06 00:00:00
13008,6,13,6896,94.68,False,2.4,-31.35,2018-04-07 03:36:48
27706,6,13,6689,175.85,False,2.8,-31.6,2018-04-07 07:41:46
71991,7,13,5405,53.41,False,1.52,-32.18,2018-04-08 19:59:51
86400,8,13,5757,56.41,True,-25.72,-26.6,2018-04-10 00:00:00
86400,8,13,1693,56.93,True,-11.39,-4.29,2018-04-10 00:00:00
86400,8,13,5159,95.66,True,12.82,32.87,2018-04-10 00:00:00
86400,8,13,1941,134.25,True,8.84,47.08,2018-04-10 00:00:00
60421,9,13,1733,134.43,True,-11.24,-19.79,2018-04-10 16:47:01
74591,9,13,1276,178.62,True,38.25,-13.04,2018-04-10 20:43:11
80832,6,14,2941,88.69,False,17.93,-0.49,2018-04-07 22:27:12
13618,0,15,4113,7.36,False,12.65,12.78,2018-04-01 03:46:58
72962,1,15,6205,10.05,True,23.89,-22.4,2018-04-02 20:16:02
82714,1,15,7809,4.24,True,-45.92,19.77,2018-04-02 22:58:34
65441,4,15,7176,27.63,True,-8.12,10.89,2018-04-05 18:10:41
86400,4,15,7732,28.41,True,-26.69,-31.66,2018-04-06 00:00:00
86400,4,15,6055,34.56,True,-0.95,-5.47,2018-04-06 00:00:00
44435,6,15,2007,43.6,True,-1.98,32.01,2018-04-07 12:20:35
65845,6,15,4438,38.95,True,-2.36,4.11,2018-04-07 18:17:25
34864,7,15,3985,52.45,True,-32.02,-37.27,2018-04-08 09:41:04
36069,8,15,5555,56.46,True,8.08,31.05,2018-04-09 10:01:09
60785,9,15,6862,58.64,True,45.41,-13.46,2018-04-10 16:53:05
67007,9,15,6887,52.9,True,40.64,-16.78,2018-04-10 18:36:47
56293,0,16,4083,15.43,False,-1.03,-2.4,2018-04-01 15:38:13
60786,0,16,4942,12.27,False,-1.27,-2.43,2018-04-01 16:53:06
24953,3,16,4083,9.25,False,-1.03,-2.4,2018-04-04 06:55:53
50057,3,16,4083,22.97,False,-1.03,-2.4,2018-04-04 13:54:17
33519,6,16,4083,16.87,False,-1.03,-2.4,2018-04-07 09:18:39
36638,7,16,4083,12.69,False,-1.03,-2.4,2018-04-08 10:10:38
73507,8,16,4083,16.63,False,-1.03,-2.4,2018-04-09 20:25:07
18374,0,17,7097,21.72,False,4.47,2.09,2018-04-01 05:06:14
68324,0,17,6308,32.6,False,2.69,3.07,2018-04-01 18:58:44
20223,0,17,2104,17.97,False,4.03,1.51,2018-04-01 05:37:03
57269,1,17,4506,45.57,False,3.97,1.35,2018-04-02 15:54:29
43557,1,17,5812,68.11,False,5.21,2.5,2018-04-02 12:05:57
68313,2,17,6340,17.69,True,-0.51,-36.44,2018-04-03 18:58:33
65642,3,17,2852,20.95,True,-4.5,45.54,2018-04-04 18:14:02
44234,4,17,4184,22.78,True,23.43,20.17,2018-04-05 12:17:14
46992,4,17,4002,32.51,True,-18.63,21.47,2018-04-05 13:03:12
56453,4,17,1052,34.05,True,-16.15,36.22,2018-04-05 15:40:53
56679,4,17,1391,31.15,True,13.14,-47.27,2018-04-05 15:44:39
68899,4,17,5645,26.19,True,-12.17,26.75,2018-04-05 19:08:19
12249,5,17,7535,30.24,True,7.15,46.1,2018-04-06 03:24:09
50782,5,17,5044,32.28,True,5.45,37.47,2018-04-06 14:06:22
43600,6,17,4376,45.62,True,5.81,11.15,2018-04-07 12:06:40
71496,6,17,5255,66.21,True,-5.71,-2.1,2018-04-07 19:51:36
2801,7,17,5413,84.42,True,1.14,-0.58,2018-04-08 00:46:41
48202,8,17,530,101.7,True,43.47,-4.36,2018-04-09 13:23:22
32190,9,17,7993,87.31,True,-20.78,44.38,2018-04-10 08:56:30
54889,9,17,3427,96.75,True,-0.45,0.86,2018-04-10 15:14:49
55218,9,17,5454,108.57,True,5.28,41.78,2018-04-10 15:20:18
58849,4,18,7087,117.72,False,33.23,-32.69,2018-04-05 16:20:49
34781,5,18,91,85.11,False,33.17,-32.21,2018-04-06 09:39:41
32971,7,18,1598,78.94,False,33.55,-33.0,2018-04-08 09:09:31
23854,8,18,1230,105.44,False,36.29,-33.95,2018-04-09 06:37:34
64702,8,18,5181,52.2,False,32.27,-35.37,2018-04-09 17:58:22
68825,9,18,1598,93.22,False,33.55,-33.0,2018-04-10 19:07:05
48021,3,19,4507,11.87,False,11.32,5.7,2018-04-04 13:20:21
7054,8,19,3496,84.64,False,10.39,6.0,2018-04-09 01:57:34
58994,8,19,6870,52.45,False,11.89,6.62,2018-04-09 16:23:14
76601,0,20,6853,38.46,False,0.54,27.99,2018-04-01 21:16:41
25033,0,20,6853,28.56,False,0.54,27.99,2018-04-01 06:57:13
86400,0,20,6853,10.65,False,0.54,27.99,2018-04-02 00:00:00
53765,1,20,6853,23.59,False,0.54,27.99,2018-04-02 14:56:05
57337,1,20,6853,45.95,False,0.54,27.99,2018-04-02 15:55:37
35475,2,20,6853,43.86,False,0.54,27.99,2018-04-03 09:51:15
86400,2,20,7053,29.06,False,0.11,28.14,2018-04-04 00:00:00
58897,2,20,2563,19.82,False,0.04,27.32,2018-04-03 16:21:37
43585,2,20,5881,25.64,False,0.23,28.26,2018-04-03 12:06:25
59138,2,20,6853,45.07,False,0.54,27.99,2018-04-03 16:25:38
41006,2,20,2563,49.7,False,0.04,27.32,2018-04-03 11:23:26
73800,3,20,6853,40.04,False,0.54,27.99,2018-04-04 20:30:00
32879,3,20,6853,19.52,False,0.54,27.99,2018-04-04 09:07:59
26952,3,20,6853,41.48,False,0.54,27.99,2018-04-04 07:29:12
18964,3,20,6853,37.65,False,0.54,27.99,2018-04-04 05:16:04
21577,3,20,6853,39.71,False,0.54,27.99,2018-04-04 05:59:37
43544,4,20,7053,46.88,False,0.11,28.14,2018-04-05 12:05:44
66029,4,20,6853,48.31,False,0.54,27.99,2018-04-05 18:20:29
72416,4,20,7053,30.15,False,0.11,28.14,2018-04-05 20:06:56
20024,4,20,6853,13.33,False,0.54,27.99,2018-04-05 05:33:44
1463,5,20,6853,12.89,False,0.54,27.99,2018-04-06 00:24:23
44576,6,20,6798,20.26,False,1.14,27.73,2018-04-07 12:22:56
39597,6,20,6853,35.06,False,0.54,27.99,2018-04-07 10:59:57
37118,6,20,2563,12.35,False,0.04,27.32,2018-04-07 10:18:38
42135,6,20,7053,15.49,False,0.11,28.14,2018-04-07 11:42:15
37784,7,20,2563,47.01,False,0.04,27.32,2018-04-08 10:29:44
37789,7,20,5881,53.03,False,0.23,28.26,2018-04-08 10:29:49
71832,7,20,7053,19.98,False,0.11,28.14,2018-04-08 19:57:12
20977,7,20,7053,27.39,False,0.11,28.14,2018-04-08 05:49:37
66266,7,20,6853,21.23,False,0.54,27.99,2018-04-08 18:24:26
61361,8,20,6853,45.12,False,0.54,27.99,2018-04-09 17:02:41
27719,8,20,2851,18.62,False,-0.41,28.23,2018-04-09 07:41:59
57453,8,20,6798,30.26,False,1.14,27.73,2018-04-09 15:57:33
29478,8,20,6853,23.17,False,0.54,27.99,2018-04-09 08:11:18
41789,9,20,6853,6.12,False,0.54,27.99,2018-04-10 11:36:29
58512,9,20,6853,21.4,False,0.54,27.99,2018-04-10 16:15:12
0,9,20,6853,27.79,False,0.54,27.99,2018-04-10 00:00:00
28368,0,21,4147,109.44,False,20.96,-32.37,2018-04-01 07:52:48
31491,0,21,6945,26.77,False,20.45,-32.29,2018-04-01 08:44:51
53358,0,21,1221,39.74,False,19.11,-32.95,2018-04-01 14:49:18
27610,0,21,6945,74.45,False,20.45,-32.29,2018-04-01 07:40:10
22390,0,21,6945,16.1,False,20.45,-32.29,2018-04-01 06:13:10
77719,1,21,7468,76.53,False,20.49,-32.79,2018-04-02 21:35:19
37915,1,21,6945,59.24,False,20.45,-32.29,2018-04-02 10:31:55
53317,2,21,6945,88.22,False,20.45,-32.29,2018-04-03 14:48:37
28080,2,21,6249,70.2,False,20.52,-32.31,2018-04-03 07:48:00
33065,2,21,1221,53.73,False,19.11,-32.95,2018-04-03 09:11:05
46413,2,21,7734,59.14,False,19.14,-31.71,2018-04-03 12:53:33
57911,2,21,1221,73.79,False,19.11,-32.95,2018-04-03 16:05:11
86400,3,21,3958,57.75,True,24.62,23.49,2018-04-05 00:00:00
86400,3,21,2676,34.12,True,-13.96,-3.42,2018-04-05 00:00:00
86400,3,21,3210,39.08,True,-48.25,10.7,2018-04-05 00:00:00
86400,3,21,7101,61.52,True,14.55,-35.47,2018-04-05 00:00:00
38926,4,21,6961,43.75,True,7.66,9.65,2018-04-05 10:48:46
51096,4,21,7691,37.63,True,0.37,-0.56,2018-04-05 14:11:36
46938,5,21,1164,67.85,True,30.19,10.05,2018-04-06 13:02:18
41443,6,21,4500,112.29,True,-45.1,-7.25,2018-04-07 11:30:43
61930,6,21,1405,87.28,True,-7.85,-9.56,2018-04-07 17:12:10
74227,6,21,7664,101.89,True,-48.68,3.63,2018-04-07 20:37:07
16169,7,21,4588,98.69,True,3.44,-11.07,2018-04-08 04:29:29
76659,7,21,1779,94.92,True,-3.98,1.03,2018-04-08 21:17:39
76963,7,21,3636,113.42,True,31.73,4.71,2018-04-08 21:22:43
86400,7,21,3002,148.98,True,7.64,-1.84,2018-04-09 00:00:00
86400,7,21,4547,164.12,True,17.81,-18.47,2018-04-09 00:00:00
