,prev_TX_DATETIME,prev_CUSTOMER_ID,prev_X_TERMINAL,prev_Y_TERMINAL,prev_TX_AMOUNT,prev_TX_FRAUD,next_TX_DATETIME,next_CUSTOMER_ID,next_X_TERMINAL,next_Y_TERMINAL,next_TX_AMOUNT,next_TX_FRAUD
31,2018-04-03 20:59:07,3,0.17,-12.83,4.48,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
32,2018-04-03 20:59:07,3,0.17,-12.83,4.48,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
33,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True
34,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-05 00:00:00,3,7.58,26.25,23.55,True
35,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True
36,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-05 14:35:51,3,35.15,30.03,36.78,True
37,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True
38,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
39,2018-04-03 23:56:46,3,27.54,18.85,3.68,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
40,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-05 00:00:00,3,7.58,26.25,23.55,True
41,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True
42,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-05 14:35:51,3,35.15,30.03,36.78,True
43,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True
44,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
45,2018-04-04 18:01:10,3,42.24,-19.19,4.61,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
46,2018-04-05 00:00:00,3,7.58,26.25,23.55,True,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True
47,2018-04-05 00:00:00,3,7.58,26.25,23.55,True,2018-04-05 14:35:51,3,35.15,30.03,36.78,True
48,2018-04-05 00:00:00,3,7.58,26.25,23.55,True,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True
49,2018-04-05 00:00:00,3,7.58,26.25,23.55,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
50,2018-04-05 00:00:00,3,7.58,26.25,23.55,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
51,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True,2018-04-05 14:35:51,3,35.15,30.03,36.78,True
52,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True
53,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
54,2018-04-05 00:00:00,3,-0.7,-12.32,8.61,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
55,2018-04-05 14:35:51,3,35.15,30.03,36.78,True,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True
56,2018-04-05 14:35:51,3,35.15,30.03,36.78,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
57,2018-04-05 14:35:51,3,35.15,30.03,36.78,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
58,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True
59,2018-04-05 15:01:13,3,-9.8,-46.37,49.87,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
60,2018-04-05 17:00:22,3,-10.29,-40.46,48.02,True,2018-04-06 23:54:28,3,-3.04,-26.14,49.49,True
61,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-04 20:08:04,4,1.65,23.24,86.4,True
62,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True
63,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True
64,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True
65,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-05 22:19:17,4,18.68,33.27,144.76,True
66,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
67,2018-04-04 19:24:38,4,17.84,25.52,45.88,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
68,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True
69,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True
70,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True
71,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-05 22:19:17,4,18.68,33.27,144.76,True
72,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
73,2018-04-04 20:08:04,4,1.65,23.24,86.4,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
74,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True
75,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True
76,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True,2018-04-05 22:19:17,4,18.68,33.27,144.76,True
77,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
78,2018-04-05 14:44:08,4,16.88,-26.48,106.6,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
79,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True
80,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True,2018-04-05 22:19:17,4,18.68,33.27,144.76,True
81,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
82,2018-04-05 17:52:20,4,-17.98,-34.43,90.64,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
83,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True,2018-04-05 22:19:17,4,18.68,33.27,144.76,True
84,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
85,2018-04-05 18:38:38,4,-5.06,14.34,127.54,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
86,2018-04-05 22:19:17,4,18.68,33.27,144.76,True,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True
87,2018-04-05 22:19:17,4,18.68,33.27,144.76,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
88,2018-04-05 23:04:27,4,-11.46,48.63,182.52,True,2018-04-06 16:21:07,4,21.28,-13.17,190.87,True
89,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True
90,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 14:02:36,10,18.89,22.59,33.72,True
91,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True
92,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True
93,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True
94,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
95,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
96,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
97,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
98,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
99,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
100,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
101,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
102,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
103,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
104,2018-04-02 21:10:38,10,-19.41,34.05,9.47,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
105,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-03 14:02:36,10,18.89,22.59,33.72,True
106,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True
107,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True
108,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True
109,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
110,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
111,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
112,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
113,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
114,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
115,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
116,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
117,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
118,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
119,2018-04-03 00:00:00,10,-36.1,33.22,19.49,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
120,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True
121,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True
122,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True
123,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
124,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
125,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
126,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
127,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
128,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
129,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
130,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
131,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
132,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
133,2018-04-03 14:02:36,10,18.89,22.59,33.72,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
134,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True
135,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True
136,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
137,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
138,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
139,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
140,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
141,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
142,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
143,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
144,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
145,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
146,2018-04-03 14:18:27,10,-18.75,8.98,29.37,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
147,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True
148,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
149,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
150,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
151,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
152,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
153,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
154,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
155,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
156,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
157,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
158,2018-04-03 19:07:09,10,-19.0,35.52,37.79,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
159,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True
160,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
161,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
162,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
163,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
164,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
165,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
166,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
167,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
168,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
169,2018-04-03 21:58:55,10,-18.01,4.12,50.9,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
170,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True
171,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
172,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
173,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
174,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
175,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
176,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
177,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
178,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
179,2018-04-03 23:01:44,10,4.28,-3.85,53.92,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
180,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-04 00:00:00,10,43.08,18.32,70.2,True
181,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
182,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
183,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
184,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
185,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
186,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
187,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
188,2018-04-04 00:00:00,10,-42.44,7.06,58.34,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
189,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-04 11:31:31,10,2.17,2.89,76.77,True
190,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
191,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
192,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
193,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
194,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
195,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
196,2018-04-04 00:00:00,10,43.08,18.32,70.2,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
197,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True
198,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
199,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
200,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
201,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
202,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
203,2018-04-04 11:31:31,10,2.17,2.89,76.77,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
204,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True
205,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
206,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
207,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
208,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
209,2018-04-04 18:08:03,10,-5.25,-7.72,83.51,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
210,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True,2018-04-05 21:31:42,10,22.48,38.49,96.83,True
211,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
212,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
213,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
214,2018-04-05 13:08:42,10,25.12,-12.01,92.83,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
215,2018-04-05 21:31:42,10,22.48,38.49,96.83,True,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True
216,2018-04-05 21:31:42,10,22.48,38.49,96.83,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
217,2018-04-05 21:31:42,10,22.48,38.49,96.83,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
218,2018-04-05 21:31:42,10,22.48,38.49,96.83,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
219,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True,2018-04-06 00:00:00,10,4.47,46.14,117.02,True
220,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True,2018-04-06 15:35:05,10,-36.67,15.71,134.42,True
221,2018-04-05 22:22:40,10,6.71,-4.51,106.56,True,2018-04-06 19:11:19,10,-3.13,13.06,156.62,True
